"rgn_id","year","area_km2"
3,0,43
1,0,43
2,0,43
3,1978,1
1,1978,1
2,1978,1
3,2004,2868
1,2004,2868
2,2004,2868
3,2005,1
1,2005,1
2,2005,1
3,2006,4
1,2006,4
2,2006,4
3,2007,12
1,2007,12
2,2007,12
3,2009,9
1,2009,9
2,2009,9
